layer_type,layer_index,subset,probe_site,property,probe_type,balanced_accuracy,balanced_std,accuracy,std,control_balanced_accuracy,control_balanced_std,selectivity,control_accuracy,control_std,selectivity_raw,control_mode,n_controls,chance,majority_baseline,n_classes,n_samples
encoder,0,all,content-pool,stem_final_match,linear,0.699223,0.118978,0.842204,0.023264,0.500079,0.000827,0.199144,0.871820,0.005595,-0.029615,sample,5,0.500000,0.876377,2,43560
encoder,0,all,content-pool,conjugation,linear,0.466095,0.274175,0.701713,0.112247,0.316592,0.067952,0.149503,0.659860,0.055303,0.041853,group,5,0.333333,0.819444,3,43560
encoder,0,all,content-pool,l_shaped,linear,0.695581,0.240358,0.857547,0.102780,0.473199,0.064131,0.222382,0.773670,0.036519,0.083877,group,5,0.500000,0.893939,2,43560
encoder,1,all,content-pool,stem_final_match,linear,0.642886,0.092934,0.851694,0.036806,0.500000,0.000000,0.142886,0.876378,0.000006,-0.024684,sample,5,0.500000,0.876377,2,43560
encoder,1,all,content-pool,conjugation,linear,0.401489,0.266233,0.673741,0.102085,0.369494,0.073265,0.031995,0.708962,0.039769,-0.035221,group,5,0.333333,0.819444,3,43560
encoder,1,all,content-pool,l_shaped,linear,0.687632,0.230020,0.828836,0.087649,0.505129,0.057643,0.182503,0.760385,0.046951,0.068451,group,5,0.500000,0.893939,2,43560
encoder,2,all,content-pool,stem_final_match,linear,0.647181,0.107237,0.869234,0.030671,0.499935,0.000130,0.147246,0.874031,0.004698,-0.004797,sample,5,0.500000,0.876377,2,43560
encoder,2,all,content-pool,conjugation,linear,0.410868,0.274256,0.705265,0.102254,0.334772,0.055191,0.076096,0.691162,0.044255,0.014103,group,5,0.333333,0.819444,3,43560
encoder,2,all,content-pool,l_shaped,linear,0.682530,0.241141,0.818733,0.113333,0.459835,0.034859,0.222695,0.762982,0.033333,0.055751,group,5,0.500000,0.893939,2,43560
encoder,3,all,content-pool,stem_final_match,linear,0.669317,0.112845,0.844388,0.046337,0.500017,0.000034,0.169300,0.876298,0.000111,-0.031910,sample,5,0.500000,0.876377,2,43560
encoder,3,all,content-pool,conjugation,linear,0.423934,0.268311,0.702874,0.106102,0.331319,0.043443,0.092616,0.715950,0.033026,-0.013076,group,5,0.333333,0.819444,3,43560
encoder,3,all,content-pool,l_shaped,linear,0.682788,0.227294,0.839885,0.109012,0.504017,0.019603,0.178771,0.773305,0.045999,0.066580,group,5,0.500000,0.893939,2,43560
decoder,0,all,content-pool,stem_final_match,linear,0.669622,0.140479,0.837306,0.055164,0.500304,0.000658,0.169319,0.872674,0.007124,-0.035368,sample,5,0.500000,0.876377,2,43560
decoder,0,all,content-pool,conjugation,linear,0.404050,0.152394,0.750330,0.088177,0.285579,0.029394,0.118470,0.672683,0.030513,0.077646,group,5,0.333333,0.819444,3,43560
decoder,0,all,content-pool,l_shaped,linear,0.622490,0.179853,0.805816,0.033071,0.548740,0.045612,0.073749,0.840829,0.015871,-0.035013,group,5,0.500000,0.893939,2,43560
decoder,1,all,content-pool,stem_final_match,linear,0.659617,0.111969,0.837236,0.042660,0.499762,0.000305,0.159855,0.875475,0.001109,-0.038239,sample,5,0.500000,0.876377,2,43560
decoder,1,all,content-pool,conjugation,linear,0.487026,0.221912,0.782890,0.035136,0.288875,0.021677,0.198151,0.682922,0.021548,0.099968,group,5,0.333333,0.819444,3,43560
decoder,1,all,content-pool,l_shaped,linear,0.717546,0.150671,0.879026,0.079895,0.528913,0.094068,0.188633,0.803490,0.048346,0.075536,group,5,0.500000,0.893939,2,43560
decoder,2,all,content-pool,stem_final_match,linear,0.725671,0.151536,0.836122,0.077046,0.499967,0.000030,0.225704,0.876263,0.000155,-0.040141,sample,5,0.500000,0.876377,2,43560
decoder,2,all,content-pool,conjugation,linear,0.513443,0.226263,0.757914,0.056936,0.348206,0.042069,0.165238,0.705095,0.017688,0.052819,group,5,0.333333,0.819444,3,43560
decoder,2,all,content-pool,l_shaped,linear,0.714793,0.178739,0.880549,0.083256,0.580311,0.057855,0.134483,0.820895,0.040737,0.059654,group,5,0.500000,0.893939,2,43560
decoder,3,all,content-pool,stem_final_match,linear,0.680158,0.137139,0.811416,0.066542,0.499923,0.000097,0.180235,0.875136,0.001543,-0.063721,sample,5,0.500000,0.876377,2,43560
decoder,3,all,content-pool,conjugation,linear,0.424296,0.266968,0.720012,0.099680,0.303088,0.053692,0.121208,0.659742,0.025601,0.060270,group,5,0.333333,0.819444,3,43560
decoder,3,all,content-pool,l_shaped,linear,0.734922,0.189539,0.843783,0.121406,0.486965,0.070878,0.247957,0.793283,0.045746,0.050500,group,5,0.500000,0.893939,2,43560
